index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off
1796,21-22,Aug 27 2021,7,Aydin Uslu,Ceres Park & Arena (Århus),N/A,AaB,Nordsjælland,Won,Lost,3,0,2,1,1,1,12,11,0.61,0.39,14,12,0,0,2,1,4,5,2.15,3.35,3.25,0.83,1.55,1.36,1.38,6,4,6,7
1797,21-22,Aug 29 2021,7,Jens Maae,Vejle Stadion (Vejle),N/A,Sønderjyske,Viborg,Draw,Draw,1,1,2,2,1,1,26,14,0.49,0.51,7,19,0,0,0,5,5,5,3.5,3.35,2.05,1.35,1.79,2.48,1.62,6,6,20,8
1798,21-22,Aug 29 2021,7,Jakob Kehlet,MCH Arena (Herning),N/A,Silkeborg,Randers,Won,Lost,3,0,2,1,1,0,12,18,0.49,0.51,4,3,0,0,0,1,0,4,2.55,3.5,2.55,1.63,1.52,1.55,2.46,5,9,7,9
1799,21-22,Aug 29 2021,7,Jonas Hansen,Nature Energy Park (Odense),N/A,Vejle,København,Lost,Won,0,3,0,4,0,2,4,24,0.73,0.27,11,8,0,0,1,2,1,4,7.25,4.85,1.38,1.41,1.74,0.57,2.77,2,12,2,12
1800,21-22,Aug 29 2021,7,Morten Krogh,Cepheus Park Randers (Randers),N/A,AGF,OB,Draw,Draw,1,1,2,2,2,1,12,15,0.66,0.34,17,18,0,0,5,5,4,6,2.2,2.7,3.29,1.51,1.34,1.43,1.64,5,5,7,10
1801,21-22,Aug 29 2021,7,Sandi Putros,Parken (København),N/A,Brøndby,Midtjylland,Won,Lost,3,0,2,0,0,0,10,18,0.53,0.47,11,14,0,0,0,2,4,3,3.1,3.45,2.2,1.37,1.79,1.3,1.83,6,6,4,12
1802,21-22,Sep 10 2021,8,Mikkel Redder,Energi Viborg Arena (Viborg),N/A,Midtjylland,Nordsjælland,Won,Lost,3,0,2,0,0,0,15,12,0.59,0.41,5,14,0,0,1,2,2,4,1.42,4.85,6.75,2.29,1.49,1.71,1.46,8,6,7,6
1803,21-22,Sep 10 2021,8,Mads-Kristoffer Kristoffersen,Right to Dream Park (Farum),N/A,Brøndby,Silkeborg,Draw,Draw,1,1,1,1,1,1,20,15,0.45,0.55,3,4,0,0,1,1,5,2,1.87,3.65,3.85,1.34,1.66,2.5,1.88,8,9,12,6
1804,21-22,Sep 12 2021,8,Peter Kjærsgaard-Andersen,Aalborg Portland Park (Aalborg),N/A,Viborg,AaB,Lost,Won,0,3,2,3,1,1,19,18,0.47,0.53,9,8,0,0,2,1,11,8,2.25,3.55,2.95,2.29,1.76,2.03,1.82,8,7,11,11
1805,21-22,Sep 12 2021,8,Sandi Putros,Sydbank Park (Haderslev),N/A,Randers,København,Lost,Won,0,3,0,2,0,1,12,10,0.47,0.53,11,7,0,0,1,1,7,3,3.7,3.65,1.91,1.72,2.08,1.32,1.18,3,5,9,5
1806,21-22,Sep 12 2021,8,Michael Tykgaard,JYSK park (Silkeborg),N/A,AGF,Vejle,Won,Lost,3,0,1,0,0,0,16,16,0.55,0.45,11,15,0,0,0,3,6,3,1.82,3.4,4.5,1.49,1.29,1.92,1.67,8,4,8,12
1807,21-22,Sep 13 2021,8,Anders Poulsen,Vejle Stadion (Vejle),N/A,OB,Sønderjyske,Won,Lost,3,0,2,1,2,1,13,18,0.54,0.46,5,13,0,0,1,3,5,5,1.71,3.8,4.4,1.85,1.41,1.44,2.14,4,8,9,10
1808,21-22,Sep 17 2021,9,Jens Maae,Ceres Park & Arena (Århus),N/A,AaB,OB,Won,Lost,3,0,2,0,0,0,20,10,0.45,0.55,11,6,0,0,6,3,12,0,1.95,3.55,3.65,1.01,1.41,2.22,1.05,7,3,13,7
1809,21-22,Sep 19 2021,9,Aydin Uslu,Brøndby Stadion (Brøndby),N/A,Vejle,Viborg,Draw,Draw,1,1,1,1,1,1,20,16,0.55,0.45,5,14,0,0,1,1,3,5,3.8,3.7,1.87,1.2,1.75,1.75,1.5,2,3,18,13
1810,21-22,Sep 19 2021,9,Jakob A. Sundberg,MCH Arena (Herning),N/A,Randers,Nordsjælland,Won,Lost,3,0,3,2,3,2,21,15,0.54,0.46,13,8,0,0,1,2,8,11,2.4,3.35,2.85,1.62,1.48,2.17,1.78,7,6,14,9
1811,21-22,Sep 19 2021,9,Morten Krogh,Brøndby Stadion (Brøndby),N/A,Sønderjyske,Brøndby,Won,Lost,3,0,1,0,0,0,20,12,0.67,0.33,13,10,0,0,2,5,5,6,3.3,3.65,2.05,1.63,1.58,1.94,1.47,7,3,13,9
1812,21-22,Sep 19 2021,9,Jakob Kehlet,Energi Viborg Arena (Viborg),34358,København,Midtjylland,Lost,Won,0,3,0,1,0,0,15,9,0.28,0.72,13,6,0,1,3,1,3,2,1.95,3.45,3.65,1.82,1.8,1.79,1.03,6,3,9,6
1813,21-22,Sep 20 2021,9,Jørgen Daugbjerg Burchardt,Cepheus Park Randers (Randers),N/A,Silkeborg,AGF,Lost,Won,0,3,0,2,0,0,12,8,0.33,0.67,8,20,0,0,2,3,3,6,2.5,3.4,2.7,1.61,1.51,1.35,1.21,2,5,10,3
1814,21-22,Sep 26 2021,10,Jørgen Daugbjerg Burchardt,Ceres Park & Arena (Århus),N/A,Midtjylland,Randers,Won,Lost,3,0,1,0,1,0,10,14,0.58,0.42,9,12,0,0,2,3,3,8,1.57,4.1,5.25,2.15,1.75,1.13,1.76,3,5,7,9
1815,21-22,Sep 26 2021,10,Jakob Kehlet,Nature Energy Park (Odense),N/A,Viborg,OB,Draw,Draw,1,1,1,1,1,0,18,14,0.44,0.56,13,9,0,0,2,2,3,4,2.2,3.45,3.1,2.23,1.34,2.05,1.39,7,4,11,10
1816,21-22,Sep 26 2021,10,Mads-Kristoffer Kristoffersen,Aalborg Portland Park (Aalborg),N/A,Nordsjælland,København,Lost,Won,0,3,1,5,0,1,14,13,0.43,0.57,7,10,0,0,0,3,4,3,4.1,4,1.74,1.8,1.86,1.52,1.57,4,7,10,6
1817,21-22,Sep 26 2021,10,Sandi Putros,Vejle Stadion (Vejle),N/A,Brøndby,AaB,Won,Lost,3,0,2,1,0,1,15,7,0.48,0.52,4,10,0,0,0,3,3,3,2.2,3.2,2.87,1.63,1.77,1.71,0.81,6,2,9,5
1818,21-22,Sep 26 2021,10,Mikkel Redder,Cepheus Park Randers (Randers),N/A,Vejle,Silkeborg,Lost,Won,0,3,2,4,2,3,13,15,0.59,0.41,7,6,0,0,4,0,5,1,3.3,3.25,2,1.31,1.71,1.36,1.71,3,7,10,8
1819,21-22,Sep 27 2021,10,Jonas Hansen,Sydbank Park (Haderslev),N/A,AGF,Sønderjyske,Won,Lost,3,0,1,0,1,0,22,15,0.54,0.46,15,14,0,0,5,3,8,5,1.83,3.6,4.1,1.58,1.59,2.36,1.19,9,0,13,15
1820,21-22,Oct 01 2021,11,Jakob A. Sundberg,Parken (København),N/A,OB,Vejle,Won,Lost,3,0,6,0,4,0,18,11,0.53,0.47,12,12,0,0,2,3,4,6,1.62,4.1,5,1.75,1.38,2.16,1.35,11,3,7,8
1821,21-22,Oct 03 2021,11,Mikkel Redder,JYSK park (Silkeborg),N/A,AaB,Sønderjyske,Won,Lost,3,0,4,0,2,0,20,12,0.48,0.52,13,6,0,0,1,3,6,6,1.67,3.9,4.8,1.31,1.51,2.4,1.24,11,2,9,10
1822,21-22,Oct 03 2021,11,Anders Poulsen,MCH Arena (Herning),N/A,Silkeborg,Nordsjælland,Won,Lost,3,0,4,1,2,1,14,16,0.48,0.52,6,8,0,0,2,3,1,5,2.35,3.6,2.8,1.56,1.54,1.49,1.79,6,6,8,10
1823,21-22,Oct 03 2021,11,Sandi Putros,Energi Viborg Arena (Viborg),N/A,Midtjylland,AGF,Won,Lost,3,0,4,0,4,0,11,9,0.42,0.58,9,12,0,0,1,1,1,7,1.77,3.6,4.5,1.94,1.43,1.39,1.06,7,3,4,6
1824,21-22,Oct 03 2021,11,Jens Maae,Right to Dream Park (Farum),N/A,Randers,Brøndby,Draw,Draw,1,1,1,1,1,1,8,11,0.54,0.46,10,7,0,0,1,2,3,5,2.39,3.5,2.9,1.73,1.56,1.08,1.4,3,5,5,6
1825,21-22,Oct 03 2021,11,Morten Krogh,Brøndby Stadion (Brøndby),N/A,København,Viborg,Draw,Draw,1,1,1,1,0,0,14,11,0.42,0.58,6,12,0,0,2,0,8,10,1.58,4.5,5.1,1.82,1.7,1.87,1.24,7,3,7,8
1826,21-22,Oct 15 2021,12,Peter Kjærsgaard-Andersen,Vejle Stadion (Vejle),N/A,Viborg,Silkeborg,Draw,Draw,1,1,1,1,0,0,10,22,0.64,0.36,9,8,0,0,0,0,3,9,2.24,3.85,2.9,2.19,1.71,1.11,2.37,3,8,7,14
1827,21-22,Oct 17 2021,12,Jens Maae,Ceres Park & Arena (Århus),N/A,Nordsjælland,Midtjylland,Draw,Draw,1,1,2,2,2,0,12,10,0.61,0.39,10,9,0,0,1,2,3,6,5.17,4.1,1.63,1.74,1.64,1.25,1.4,5,6,7,4
1828,21-22,Oct 17 2021,12,Aydin Uslu,Nature Energy Park (Odense),N/A,OB,Randers,Lost,Won,0,3,1,2,1,0,18,23,0.46,0.54,4,13,0,0,1,0,5,15,2.5,3.51,2.74,1.83,1.75,1.88,2.64,6,11,12,12
1829,21-22,Oct 17 2021,12,Mads-Kristoffer Kristoffersen,Aalborg Portland Park (Aalborg),N/A,Brøndby,Vejle,Won,Lost,3,0,3,2,1,1,19,16,0.39,0.61,6,10,0,1,2,3,5,8,1.5,4.38,6.15,1.65,1.38,2.03,1.73,6,6,13,10
1830,21-22,Oct 17 2021,12,Jørgen Daugbjerg Burchardt,JYSK park (Silkeborg),N/A,Sønderjyske,København,Draw,Draw,1,1,1,1,1,0,9,10,0.6,0.4,8,15,0,0,2,2,2,13,4.84,4.03,1.48,1.69,1.8,1.1,1.41,3,3,6,7
1831,21-22,Oct 18 2021,12,Jakob A. Sundberg,MCH Arena (Herning),N/A,AGF,AaB,Won,Lost,3,0,1,0,1,0,7,7,0.6,0.4,13,16,0,0,3,3,7,2,2.63,3.4,2.63,1.71,1.61,1.17,0.89,5,2,2,5
1832,21-22,Oct 22 2021,13,Jonas Hansen,Cepheus Park Randers (Randers),N/A,Vejle,Nordsjælland,Won,Lost,3,0,2,0,2,0,14,11,0.62,0.38,11,12,0,0,3,1,4,7,3.15,3.75,2.14,1.32,1.58,1.78,1.31,10,3,4,8
1833,21-22,Oct 24 2021,13,Peter Kjærsgaard-Andersen,Parken (København),N/A,Brøndby,København,Won,Lost,3,0,2,1,1,0,10,12,0.52,0.48,9,9,0,0,3,3,6,1,3.19,3.56,2.12,1.71,1.74,1.21,1.51,3,6,7,6
1834,21-22,Oct 24 2021,13,Sandi Putros,Energi Viborg Arena (Viborg),N/A,Silkeborg,OB,Draw,Draw,1,1,1,1,0,0,17,15,0.4,0.6,8,7,0,0,3,0,6,6,2.24,3.5,3.01,1.55,1.35,1.96,1.5,6,3,11,12
1835,21-22,Oct 24 2021,13,Morten Krogh,Right to Dream Park (Farum),N/A,Randers,AGF,Won,Lost,3,0,1,0,1,0,21,11,0.42,0.58,11,15,0,0,3,5,8,1,2.31,3.23,3.09,1.62,1.36,2.25,1.27,5,4,16,7
1836,21-22,Oct 24 2021,13,Jakob Kehlet,Nature Energy Park (Odense),N/A,Midtjylland,Sønderjyske,Won,Lost,3,0,3,2,1,1,24,16,0.38,0.62,13,11,0,0,0,1,14,3,1.43,4.54,7.1,1.85,1.47,2.53,1.92,8,8,16,8
1837,21-22,Oct 25 2021,13,Michael Tykgaard,Brøndby Stadion (Brøndby),N/A,AaB,Viborg,Lost,Won,0,3,2,5,1,2,13,21,0.46,0.54,5,15,0,0,0,0,5,4,2.08,3.64,3.42,1.53,1.62,1.4,2.17,4,9,9,12
1838,21-22,Oct 31 2021,14,Anders Poulsen,Sydbank Park (Haderslev),N/A,Nordsjælland,AaB,Lost,Won,0,3,0,2,0,1,11,7,0.41,0.59,7,6,0,0,3,1,9,5,3.05,3.5,2.19,1.66,1.51,1.41,0.99,3,4,8,3
1839,21-22,Oct 31 2021,14,Jakob A. Sundberg,Ceres Park & Arena (Århus),N/A,Randers,Midtjylland,Lost,Won,0,3,1,3,0,2,10,12,0.49,0.51,15,10,0,0,3,4,3,4,3.3,3.35,2.12,1.71,1.6,1.53,1.47,7,7,3,5
1840,21-22,Oct 31 2021,14,Aydin Uslu,Vejle Stadion (Vejle),18942,København,Vejle,Won,Lost,3,0,3,0,2,0,14,6,0.47,0.53,11,10,0,0,2,3,3,4,1.22,5.5,12,1.82,1.43,1.62,0.97,6,4,8,2
1841,21-22,Oct 31 2021,14,Jørgen Daugbjerg Burchardt,Brøndby Stadion (Brøndby),N/A,Viborg,Brøndby,Lost,Won,0,3,0,1,0,0,11,16,0.59,0.41,13,12,0,0,2,2,2,3,2.6,3.3,2.5,2.01,1.53,1.32,2.04,4,9,7,7
1842,21-22,Oct 31 2021,14,Jens Maae,JYSK park (Silkeborg),N/A,Sønderjyske,Silkeborg,Lost,Won,0,3,0,6,0,1,6,19,0.57,0.43,8,7,0,0,2,0,4,6,2.9,3.25,2.3,1.6,1.82,0.73,2.27,0,10,6,9
1843,21-22,Nov 01 2021,14,Mikkel Redder,Cepheus Park Randers (Randers),N/A,OB,AGF,Draw,Draw,1,1,0,0,0,0,16,15,0.41,0.59,13,10,0,0,1,1,4,4,2.3,3.2,2.9,1.84,1.35,1.75,1.37,5,3,11,12
1844,21-22,Nov 05 2021,15,Peter Kjærsgaard-Andersen,MCH Arena (Herning),N/A,Viborg,Nordsjælland,Draw,Draw,1,1,2,2,1,2,16,12,0.43,0.57,13,12,1,0,3,1,6,4,2,3.75,3.25,1.91,1.54,2.12,1.53,9,7,7,5
1845,21-22,Nov 07 2021,15,Jonas Hansen,Aalborg Portland Park (Aalborg),7266,AaB,Randers,Draw,Draw,1,1,1,1,1,0,10,9,0.47,0.53,10,12,1,0,1,2,10,2,2.13,3.4,3,1.51,1.9,1.2,1.15,3,4,7,5
1846,21-22,Nov 07 2021,15,Morten Krogh,Right to Dream Park (Farum),4529,Vejle,Sønderjyske,Won,Lost,3,0,3,1,1,0,14,13,0.45,0.55,14,15,0,0,3,1,4,5,2.28,3.35,2.75,1.38,1.53,1.81,1.36,10,3,4,10
1847,21-22,Nov 07 2021,15,Sandi Putros,Cepheus Park Randers (Randers),11517,AGF,Midtjylland,Won,Lost,3,0,3,0,3,0,9,16,0.65,0.35,26,10,0,0,2,3,2,7,3.75,3.4,1.95,1.63,1.58,1.26,1.82,7,5,2,11
1848,21-22,Nov 07 2021,15,Jakob Kehlet,Parken (København),N/A,Brøndby,OB,Won,Lost,3,0,2,1,1,1,15,16,0.44,0.56,14,9,0,0,0,1,6,4,1.93,3.66,3.74,1.64,1.37,1.85,1.9,6,7,9,9
1849,21-22,Nov 07 2021,15,Mads-Kristoffer Kristoffersen,Energi Viborg Arena (Viborg),N/A,Silkeborg,København,Draw,Draw,1,1,0,0,0,0,15,8,0.43,0.57,5,11,0,0,1,1,3,3,3.9,3.9,1.9,1.61,1.7,1.86,1.03,7,2,8,6
1850,21-22,Nov 19 2021,16,Jakob A. Sundberg,Sydbank Park (Haderslev),N/A,OB,Viborg,Lost,Won,0,3,2,3,0,2,7,15,0.44,0.56,15,22,1,0,2,6,7,2,2.02,3.8,3.5,1.83,1.7,1.02,1.83,5,10,2,5
1851,21-22,Nov 21 2021,16,Sandi Putros,Nature Energy Park (Odense),N/A,Nordsjælland,Silkeborg,Draw,Draw,1,1,1,1,1,0,9,16,0.63,0.37,16,10,0,0,3,3,2,6,2.55,3.3,2.3,1.63,1.89,1.14,2.03,4,10,5,6
1852,21-22,Nov 21 2021,16,Jens Maae,Energi Viborg Arena (Viborg),N/A,Randers,Vejle,Won,Lost,3,0,4,1,1,1,22,8,0.38,0.62,14,10,0,0,2,1,8,0,1.56,3.76,4.5,1.69,1.37,2.56,0.92,11,2,11,6
1853,21-22,Nov 21 2021,16,Jørgen Daugbjerg Burchardt,Aalborg Portland Park (Aalborg),N/A,København,AGF,Draw,Draw,1,1,1,1,1,0,18,11,0.44,0.56,15,17,0,0,5,3,5,2,1.73,3.75,5,1.8,1.35,1.85,1.18,5,3,13,8
1854,21-22,Nov 21 2021,16,Morten Krogh,Vejle Stadion (Vejle),N/A,Midtjylland,Brøndby,Lost,Won,0,3,1,2,1,2,13,13,0.5,0.5,15,13,0,0,2,1,2,6,1.78,3.9,4.3,1.95,1.6,1.53,1.5,6,5,7,8
1855,21-22,Nov 22 2021,16,Peter Kjærsgaard-Andersen,Ceres Park & Arena (Århus),N/A,Sønderjyske,AaB,Lost,Won,0,3,1,3,1,1,14,11,0.59,0.41,10,11,0,0,1,2,5,8,2.85,3.05,2.2,1.47,1.44,1.48,1.52,4,7,10,4
1856,21-22,Nov 26 2021,17,Aydin Uslu,Brøndby Stadion (Brøndby),N/A,AGF,Silkeborg,Draw,Draw,1,1,1,1,1,0,16,24,0.66,0.34,4,8,0,0,1,2,5,8,2,3.3,3.1,1.59,1.91,1.71,2.57,5,9,11,15
1857,21-22,Nov 28 2021,17,Michael Tykgaard,JYSK park (Silkeborg),N/A,OB,Nordsjælland,Won,Lost,3,0,2,0,1,0,22,13,0.59,0.41,7,7,0,0,1,2,7,8,1.71,3.9,4.15,1.73,1.54,2.13,1.63,7,5,15,8
1858,21-22,Nov 28 2021,17,Anders Poulsen,Nature Energy Park (Odense),3500,Viborg,Sønderjyske,Draw,Draw,1,1,1,1,1,1,9,18,0.59,0.41,16,10,1,0,1,2,1,4,1.64,4.05,4.35,1.94,1.51,1.09,1.73,4,4,5,14
1859,21-22,Nov 28 2021,17,Mikkel Redder,Right to Dream Park (Farum),N/A,Brøndby,Randers,Won,Lost,3,0,1,0,1,0,15,13,0.48,0.52,7,12,0,0,2,3,4,12,2,3.32,3.18,1.67,1.79,1.83,1.54,8,3,7,10
1860,21-22,Nov 28 2021,17,Jakob Kehlet,Cepheus Park Randers (Randers),N/A,AaB,København,Lost,Won,0,3,1,3,1,3,8,15,0.42,0.58,10,15,0,0,3,5,7,6,2.93,3.13,2.2,1.46,1.62,1.19,1.75,4,8,4,7
1861,21-22,Nov 29 2021,17,Mads-Kristoffer Kristoffersen,Parken (København),N/A,Vejle,Midtjylland,Draw,Draw,1,1,1,1,0,0,8,14,0.62,0.38,9,12,0,0,2,3,2,3,5.2,3.95,1.58,1.44,1.61,0.9,1.9,2,9,6,5
1862,21-22,Feb 18 2022,18,Mads-Kristoffer Kristoffersen,MCH Arena (Herning),N/A,Sønderjyske,AGF,Lost,Won,0,3,2,3,2,1,17,14,0.65,0.35,16,10,0,0,3,1,3,6,3.1,3.3,2.3,1.47,1.33,1.84,1.7,8,6,9,8
1863,21-22,Feb 20 2022,18,Morten Krogh,Sydbank Park (Haderslev),N/A,Midtjylland,AaB,Lost,Won,0,3,0,2,0,1,23,11,0.38,0.62,17,13,0,0,3,3,8,6,1.64,3.75,4.65,1.89,1.45,2.5,1.42,9,7,14,4
1864,21-22,Feb 20 2022,18,Jonas Hansen,Ceres Park & Arena (Århus),N/A,Silkeborg,Vejle,Won,Lost,3,0,3,0,1,0,19,4,0.26,0.74,9,10,0,0,2,5,9,2,1.62,3.8,4.55,1.64,1.31,2.39,0.38,9,0,10,4
1865,21-22,Feb 20 2022,18,Jens Maae,Nature Energy Park (Odense),N/A,Nordsjælland,Brøndby,Lost,Won,0,3,0,2,0,0,13,19,0.38,0.62,10,7,0,0,0,2,5,4,3.05,3.5,2.05,1.56,1.59,1.44,2.01,3,8,10,11
1866,21-22,Feb 20 2022,18,Sandi Putros,Energi Viborg Arena (Viborg),N/A,København,OB,Won,Lost,3,0,2,0,1,0,18,19,0.63,0.37,6,11,0,0,2,0,5,9,1.45,4.35,7,1.8,1.44,1.89,1.96,8,6,10,13
1867,21-22,Feb 21 2022,18,Jakob Kehlet,Brøndby Stadion (Brøndby),N/A,Randers,Viborg,Lost,Won,0,3,0,1,0,1,14,15,0.45,0.55,9,10,0,0,2,2,3,6,1.92,3.52,4.08,1.79,1.72,1.62,1.68,4,6,10,9
1868,21-22,Feb 25 2022,19,Jakob A. Sundberg,Aalborg Portland Park (Aalborg),N/A,Vejle,AGF,Won,Lost,3,0,3,2,2,2,13,18,0.56,0.44,17,17,0,0,3,2,5,6,4,3.5,1.91,1.38,1.37,1.64,1.97,7,7,6,11
1869,21-22,Feb 27 2022,19,Mikkel Redder,Vejle Stadion (Vejle),N/A,AaB,Silkeborg,Lost,Won,0,3,1,4,0,0,9,14,0.54,0.46,11,12,0,1,2,0,6,3,1.8,3.55,3.95,1.43,1.98,1,1.68,3,8,6,6
1870,21-22,Feb 27 2022,19,Aydin Uslu,Sydbank Park (Haderslev),N/A,Nordsjælland,Randers,Draw,Draw,1,1,0,0,0,0,10,18,0.42,0.58,13,8,0,0,2,2,3,5,2.6,3.45,2.4,1.55,1.76,1.38,1.94,4,6,6,12
1871,21-22,Feb 27 2022,19,Jakob Kehlet,MCH Arena (Herning),N/A,Viborg,København,Lost,Won,0,3,0,2,0,1,13,11,0.43,0.57,4,7,0,0,0,0,10,4,3.2,3.5,2.05,1.84,1.63,1.49,1.41,2,7,11,4
1872,21-22,Feb 27 2022,19,Jørgen Daugbjerg Burchardt,JYSK park (Silkeborg),N/A,OB,Midtjylland,Draw,Draw,1,1,2,2,0,0,7,19,0.48,0.52,19,11,0,0,4,0,4,4,3.2,3.6,2.2,1.77,1.65,0.91,2.03,4,6,3,13
1873,21-22,Feb 28 2022,19,Peter Kjærsgaard-Andersen,Right to Dream Park (Farum),N/A,Brøndby,Sønderjyske,Won,Lost,3,0,1,0,1,0,16,8,0.35,0.65,14,10,0,1,2,3,7,1,1.5,4.2,6.5,1.68,1.53,1.81,0.85,4,2,12,6
1874,21-22,Mar 04 2022,20,Jens Maae,Parken (København),N/A,Midtjylland,Viborg,Won,Lost,3,0,3,1,3,1,16,12,0.58,0.42,8,15,0,1,1,5,2,4,1.68,4.05,4.81,1.96,1.71,1.89,1.42,9,3,7,9
1875,21-22,Mar 04 2022,20,Morten Krogh,Cepheus Park Randers (Randers),N/A,København,Randers,Won,Lost,3,0,3,0,1,0,18,19,0.5,0.5,6,6,0,0,2,0,7,5,1.7,3.9,4.87,1.81,1.78,2.2,1.75,11,3,7,16
1876,21-22,Mar 06 2022,20,Anders Poulsen,Vejle Stadion (Vejle),N/A,Sønderjyske,OB,Draw,Draw,1,1,2,2,0,2,12,10,0.52,0.48,16,9,0,0,1,3,9,3,2.75,3.25,2.45,1.51,1.5,1.64,1.28,6,5,6,5
1877,21-22,Mar 06 2022,20,Sandi Putros,Aalborg Portland Park (Aalborg),N/A,AaB,Vejle,Draw,Draw,1,1,0,0,0,0,10,11,0.38,0.62,15,13,0,0,4,5,7,5,1.57,4.1,5.5,1.38,1.21,1.33,1.44,4,5,6,6
1878,21-22,Mar 06 2022,20,Jakob Kehlet,Right to Dream Park (Farum),N/A,Silkeborg,Brøndby,Lost,Won,0,3,0,1,0,0,14,6,0.31,0.69,3,5,0,0,0,0,7,3,2.1,3.5,3.35,1.72,1.64,2.02,0.82,9,4,5,2
1879,21-22,Mar 07 2022,20,Jørgen Daugbjerg Burchardt,Energi Viborg Arena (Viborg),N/A,AGF,Nordsjælland,Lost,Won,0,3,2,3,1,1,6,9,0.6,0.4,10,6,0,0,1,3,4,2,1.91,3.25,3.5,1.6,1.55,1.17,1.78,3,7,3,2
1880,21-22,Mar 11 2022,21,Jonas Hansen,Nature Energy Park (Odense),2756,Nordsjælland,Sønderjyske,Draw,Draw,1,1,1,1,0,1,15,17,0.36,0.64,11,5,0,0,2,4,9,8,1.89,3.75,3.95,1.53,1.47,1.8,1.59,6,3,9,14
1881,21-22,Mar 13 2022,21,Mikkel Redder,Brøndby Stadion (Brøndby),N/A,Viborg,Vejle,Won,Lost,3,0,2,0,1,0,14,12,0.49,0.51,15,12,0,0,2,1,11,8,1.44,4.33,5.75,1.81,1.23,1.49,1.63,5,7,9,5
1882,21-22,Mar 13 2022,21,Michael Tykgaard,MCH Arena (Herning),N/A,Randers,Silkeborg,Won,Lost,3,0,2,1,1,0,12,16,0.63,0.37,5,6,0,0,1,0,4,6,2.45,3.3,2.6,1.77,1.95,1.43,1.65,3,3,9,13
1883,21-22,Mar 13 2022,21,Morten Krogh,Parken (København),N/A,Brøndby,AGF,Draw,Draw,1,1,1,1,1,0,16,9,0.41,0.59,12,10,0,0,4,3,7,2,1.91,3.5,4,1.7,1.43,1.91,1.24,7,6,9,3
1884,21-22,Mar 13 2022,21,Mads-Kristoffer Kristoffersen,Sydbank Park (Haderslev),N/A,Midtjylland,København,Lost,Won,0,3,0,1,0,0,14,12,0.42,0.58,7,9,0,0,3,2,7,6,2.35,3.4,2.9,1.95,1.61,1.72,1.34,6,4,8,8
1885,21-22,Mar 14 2022,21,Jakob A. Sundberg,Aalborg Portland Park (Aalborg),N/A,OB,AaB,Lost,Won,0,3,2,3,1,1,16,12,0.41,0.59,7,13,0,0,0,3,8,3,2.41,3.56,2.76,1.68,1.45,1.77,1.54,7,8,9,4
1886,21-22,Mar 20 2022,22,Peter Kjærsgaard-Andersen,JYSK park (Silkeborg),N/A,AGF,Viborg,Draw,Draw,1,1,1,1,1,0,8,21,0.56,0.44,2,0,1,0,8,3,1,5,2.18,3.37,3.33,1.56,1.68,1.09,1.83,5,2,3,19
1887,21-22,Mar 20 2022,22,Jakob Kehlet,Ceres Park & Arena (Århus),N/A,København,Nordsjælland,Won,Lost,3,0,1,0,1,0,19,8,0.57,0.43,0,1,0,0,2,0,4,2,1.48,4.41,6.18,1.85,1.57,2.08,0.86,8,0,11,8
1888,21-22,Mar 20 2022,22,Jens Maae,Right to Dream Park (Farum),N/A,AaB,Brøndby,Won,Lost,3,0,3,0,1,0,23,11,0.43,0.57,12,16,0,1,1,2,5,1,2.28,3.44,3.08,1.38,1.55,2.34,1.08,7,3,16,8
1889,21-22,Mar 20 2022,22,Morten Krogh,Energi Viborg Arena (Viborg),N/A,Vejle,OB,Won,Lost,3,0,2,0,2,0,16,11,0.63,0.37,9,12,0,0,2,3,6,3,3.54,3.56,2.03,1.4,1.47,1.81,1.29,7,4,9,7
1890,21-22,Mar 20 2022,22,Mikkel Redder,Cepheus Park Randers (Randers),N/A,Sønderjyske,Randers,Draw,Draw,1,1,1,1,0,0,10,14,0.53,0.47,0,1,0,0,3,2,2,4,3.19,3.58,2.3,1.53,1.78,1.28,1.49,5,3,5,11
1891,21-22,Mar 20 2022,22,Sandi Putros,Brøndby Stadion (Brøndby),N/A,Silkeborg,Midtjylland,Lost,Won,0,3,0,1,0,0,11,19,0.41,0.59,9,10,0,0,3,0,4,7,2.78,3.64,2.54,1.75,1.68,1.37,2.12,4,8,7,11
1892,21-22,Apr 01 2022,1,Jørgen Daugbjerg Burchardt,MCH Arena (Herning),3093,Viborg,Sønderjyske,Won,Lost,3,0,2,1,2,0,10,14,0.48,0.52,13,11,0,0,3,0,6,5,1.74,3.4,4.4,1.78,1.48,1.25,1.61,4,7,6,7
1893,21-22,Apr 03 2022,1,Anders Poulsen,Nature Energy Park (Odense),N/A,AGF,Vejle,Draw,Draw,1,1,0,0,0,0,6,12,0.48,0.52,14,11,0,0,4,1,5,0,1.87,3.55,4.25,1.52,1.27,0.96,1.34,3,3,3,9
