index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off,gps
97,13-14,Nov 30 2013,17,,Energi Viborg Arena,3478,Viborg,Sønderjyske,Draw,Draw,1,1,2,2,1,1,9,8,0.51,0.49,15,9,0,0,3,1,5,10,2.37,3.46,3.13,0,0,0,0,4,5,5,3,"[56.455903899999996, 9.402020349999999]"
98,13-14,Dec 01 2013,17,,Right to Dream Park,3726,Nordsjælland,Randers,Draw,Draw,1,1,1,1,1,1,19,4,0.37,"4,375",7,12,0,0,2,2,6,4,"10,138,889","17,222,222",4.51,0,0,0,0,10,2,9,2,"[55.81619865, 12.353032590985052]"
99,13-14,Dec 01 2013,17,,EWII Park (Odense),5728,OB,AGF,Won,Lost,3,0,4,1,2,0,20,12,0.49,0.51,13,5,0,0,2,1,5,1,0,0,0,0,0,0,0,12,5,8,7,"[55.397745, 10.35022492586062]"
100,13-14,Dec 01 2013,17,,Brøndby Stadion,21624,Brøndby,København,Lost,Won,0,3,1,3,1,3,9,7,0.51,0.49,10,16,0,0,1,2,5,5,"15,208,333",3.04,2.49,0,0,0,0,3,4,6,3,"[55.6480283, 12.4154952]"
101,13-14,Dec 02 2013,17,,Blue Water Arena,5013,Esbjerg,AaB,Draw,Draw,1,1,2,2,1,2,20,6,0.37,"4,375",5,11,0,0,1,2,8,2,"13,819,444",3.44,"12,708,333",0,0,0,0,11,2,9,4,"[55.48194305, 8.438397123328269]"
102,13-14,Dec 06 2013,18,,Right to Dream Park,3413,Nordsjælland,OB,Won,Lost,3,0,2,0,1,0,10,11,0.42,0.58,8,7,0,0,0,0,4,5,2.08,"16,944,444","17,013,889",0,0,0,0,5,6,5,5,"[55.81619865, 12.353032590985052]"
103,13-14,Dec 07 2013,18,,Telia Parken,11179,København,Vestsjælland,Won,Lost,3,0,1,0,0,0,11,6,0.05,0.05,6,8,0,0,2,2,2,2,1.36,5.16,"42,847,222",0,0,0,0,4,3,7,3,"[55.70270425, 12.572263776860414]"
104,13-14,Dec 08 2013,18,,BioNutria Park Randers,4114,Randers,Esbjerg,Won,Lost,3,0,1,0,0,0,11,12,0.45,0.55,13,11,0,0,1,0,7,3,"12,986,111",3.33,"13,958,333",0,0,0,0,3,9,8,3,"[56.46607165, 10.010154126188361]"
105,13-14,Dec 08 2013,18,,MCH Arena,5149,Midtjylland,AGF,Won,Lost,3,0,3,0,3,0,12,5,0.44,0.56,15,9,1,0,2,3,3,3,"10,625","17,291,667",4.13,0,0,0,0,7,3,5,2,"[56.1169164, 8.951716477487706]"
106,13-14,Dec 08 2013,18,,Sydbank Park,2572,Sønderjyske,Brøndby,Draw,Draw,1,1,1,1,1,1,10,3,0.53,0.47,10,10,0,0,2,2,4,5,4.25,3.57,"10,694,444",0,0,0,0,3,0,7,3,"[55.2613291, 9.487707200000001]"
107,13-14,Dec 09 2013,18,,Aalborg Portland Park,7796,AaB,Viborg,Won,Lost,3,0,5,0,3,0,10,6,0.49,0.51,4,9,0,0,0,0,2,3,"8,541,667",4.14,"25,972,222",0,0,0,0,3,0,7,6,"[57.05203525, 9.898599342025985]"
108,13-14,Feb 21 2014,19,,Harboe Arena Slagelse,2454,Vestsjælland,Sønderjyske,Lost,Won,0,3,0,4,0,1,14,9,0.35,"4,513,889",10,9,0,0,2,1,4,5,2.22,3.38,3.52,0,0,0,0,6,4,8,5,"[55.40040215, 11.364318154012732]"
109,13-14,Feb 22 2014,19,,EWII Park (Odense),7783,OB,Midtjylland,Won,Lost,3,0,2,1,1,1,6,13,0.49,0.51,16,19,0,0,1,1,4,2,"14,722,222",3.45,2.51,0,0,0,0,3,7,3,6,"[55.397745, 10.35022492586062]"
110,13-14,Feb 23 2014,19,,Energi Viborg Arena,1546,Viborg,Randers,Draw,Draw,1,1,1,1,0,0,7,9,0.58,0.42,16,11,0,0,1,2,4,7,"14,722,222",3.35,2.57,0,0,0,0,4,4,3,5,"[56.455903899999996, 9.402020349999999]"
111,13-14,Feb 23 2014,19,,Ceres Park,9510,AGF,København,Draw,Draw,1,1,1,1,0,0,3,14,0.48,0.52,17,15,0,0,2,2,2,7,0,0,0,0,0,0,0,3,4,0,10,"[56.1327356, 10.196762]"
112,13-14,Feb 23 2014,19,,Brøndby Stadion,15893,Brøndby,AaB,Draw,Draw,1,1,2,2,1,1,17,9,0.44,0.56,11,10,0,0,2,2,8,2,2.23,3.38,3.49,0,0,0,0,10,3,7,6,"[55.6480283, 12.4154952]"
113,13-14,Feb 24 2014,19,,Blue Water Arena,5159,Esbjerg,Nordsjælland,Won,Lost,3,0,2,1,1,0,13,11,0.51,0.49,11,5,0,0,1,0,10,3,2.55,3.48,"14,236,111",0,0,0,0,7,5,6,6,"[55.48194305, 8.438397123328269]"
114,13-14,Feb 28 2014,20,,Right to Dream Park,3112,Nordsjælland,Viborg,Won,Lost,3,0,2,0,1,0,18,6,0.35,"4,513,889",8,17,0,0,0,1,7,2,875,4.05,5.56,0,0,0,0,9,2,9,4,"[55.81619865, 12.353032590985052]"
115,13-14,Mar 01 2014,20,,Sydbank Park,2928,Sønderjyske,AGF,Lost,Won,0,3,1,2,1,0,12,9,"4,513,889",0.35,10,12,0,0,2,2,8,3,0,0,0,0,0,0,0,6,6,6,3,"[55.2613291, 9.487707200000001]"
116,13-14,Mar 02 2014,20,,Blue Water Arena,6312,Esbjerg,OB,Won,Lost,3,0,1,0,1,0,12,5,0.41,0.59,12,11,0,0,1,1,20,3,2.05,3.44,"14,930,556",0,0,0,0,5,4,7,1,"[55.48194305, 8.438397123328269]"
117,13-14,Mar 02 2014,20,,Aalborg Portland Park,5519,AaB,Vestsjælland,Draw,Draw,1,1,0,0,0,0,13,7,0.03,0.07,6,14,0,0,0,4,11,6,"8,541,667",4.11,"26,527,778",0,0,0,0,4,2,9,5,"[57.05203525, 9.898599342025985]"
118,13-14,Mar 02 2014,20,,BioNutria Park Randers,6267,Randers,Brøndby,Lost,Won,0,3,0,1,0,0,11,4,0.05,0.05,12,7,1,0,2,1,5,4,3.14,3.37,2.41,0,0,0,0,7,2,4,2,"[56.46607165, 10.010154126188361]"
119,13-14,Mar 02 2014,20,,Telia Parken,20764,København,Midtjylland,Lost,Won,0,3,1,5,1,3,8,13,0.51,0.49,9,12,1,0,1,3,5,4,"9,305,556","18,819,444",5.04,0,0,0,0,3,8,5,5,"[55.70270425, 12.572263776860414]"
120,13-14,Mar 07 2014,21,,Harboe Arena Slagelse,2201,Vestsjælland,Randers,Draw,Draw,1,1,1,1,0,0,4,11,"4,583,333",0.34,15,7,0,0,2,3,2,9,"12,569,444",3.03,2.09,0,0,0,0,3,5,1,6,"[55.40040215, 11.364318154012732]"
121,13-14,Mar 08 2014,21,,Ceres Park,6570,AGF,AaB,Lost,Won,0,3,2,5,1,4,8,10,0.46,0.54,10,4,0,0,0,0,5,6,"18,958,333","16,805,556",2,0,0,0,0,6,6,2,4,"[56.1327356, 10.196762]"
122,13-14,Mar 09 2014,21,,Energi Viborg Arena,3834,Viborg,Esbjerg,Lost,Won,0,3,1,3,1,1,10,14,"4,236,111",0.39,11,14,0,0,1,3,4,5,"18,194,444",3.56,2.05,0,0,0,0,3,3,7,11,"[56.455903899999996, 9.402020349999999]"
123,13-14,Mar 09 2014,21,,Brøndby Stadion,18086,Brøndby,Nordsjælland,Won,Lost,3,0,4,1,1,0,12,12,0.45,0.55,11,8,0,0,2,1,4,7,2.21,3.46,3.46,0,0,0,0,9,4,3,8,"[55.6480283, 12.4154952]"
124,13-14,Mar 09 2014,21,,EWII Park (Odense),10574,OB,København,Lost,Won,0,3,0,1,0,0,10,9,0.45,0.55,13,14,0,0,2,2,2,2,4.21,"17,708,333",1.09,0,0,0,0,6,3,4,6,"[55.397745, 10.35022492586062]"
125,13-14,Mar 10 2014,21,,MCH Arena,8164,Midtjylland,Sønderjyske,Won,Lost,3,0,2,0,1,0,8,7,0.44,0.56,16,21,0,0,2,2,2,3,1.52,4.47,"30,277,778",0,0,0,0,5,3,3,4,"[56.1169164, 8.951716477487706]"
126,13-14,Mar 14 2014,22,,Sydbank Park,3871,Sønderjyske,København,Draw,Draw,1,1,0,0,0,0,6,13,0.59,0.41,13,13,0,0,4,2,6,5,5.04,"19,097,222","9,236,111",0,0,0,0,2,6,4,7,"[55.2613291, 9.487707200000001]"
127,13-14,Mar 15 2014,22,,Right to Dream Park,3382,Nordsjælland,Vestsjælland,Lost,Won,0,3,1,2,1,1,12,6,0.31,"4,791,667",12,9,0,0,3,1,7,2,1.07,"18,472,222",5.42,0,0,0,0,4,4,8,2,"[55.81619865, 12.353032590985052]"
128,13-14,Mar 16 2014,22,,EWII Park (Odense),5618,OB,Viborg,Draw,Draw,1,1,1,1,1,0,10,5,0.47,0.53,9,15,0,0,2,3,6,2,1.07,4,5.24,0,0,0,0,6,3,4,2,"[55.397745, 10.35022492586062]"
129,13-14,Mar 16 2014,22,,Aalborg Portland Park,11530,AaB,Midtjylland,Won,Lost,3,0,1,0,1,0,11,11,0.49,0.51,11,10,0,0,0,1,8,3,2.38,3.47,3.11,0,0,0,0,4,5,7,6,"[57.05203525, 9.898599342025985]"
130,13-14,Mar 16 2014,22,,Blue Water Arena,11417,Esbjerg,Brøndby,Draw,Draw,1,1,0,0,0,0,14,6,0.42,0.58,12,8,0,0,3,2,10,6,2.06,3.04,"14,236,111",0,0,0,0,3,4,11,2,"[55.48194305, 8.438397123328269]"
131,13-14,Mar 17 2014,22,,BioNutria Park Randers,5900,Randers,AGF,Lost,Won,0,3,1,3,1,2,16,7,0.31,"4,791,667",11,7,0,1,2,4,13,3,2.17,3.43,3.06,0,0,0,0,5,4,11,3,"[56.46607165, 10.010154126188361]"
132,13-14,Mar 21 2014,23,,Harboe Arena Slagelse,3167,Vestsjælland,Viborg,Lost,Won,0,3,0,1,0,1,10,10,0.52,0.48,16,12,0,0,0,1,4,3,2.07,3.51,"18,194,444",0,0,0,0,4,8,6,2,"[55.40040215, 11.364318154012732]"
133,13-14,Mar 22 2014,23,,MCH Arena,6881,Midtjylland,Nordsjælland,Lost,Won,0,3,0,1,0,0,9,4,0.46,0.54,8,13,0,0,1,3,6,2,2.03,3.58,"18,541,667",0,0,0,0,6,3,3,1,"[56.1169164, 8.951716477487706]"
134,13-14,Mar 23 2014,23,,Sydbank Park,2615,Sønderjyske,AaB,Won,Lost,3,0,3,2,2,1,7,13,"4,583,333",0.34,15,8,0,0,1,1,3,9,3.07,3.55,2.09,0,0,0,0,5,8,2,5,"[55.2613291, 9.487707200000001]"
135,13-14,Mar 23 2014,23,,Telia Parken,14507,København,Randers,Draw,Draw,1,1,1,1,0,0,11,9,0.53,0.47,8,13,0,0,1,2,6,4,1.05,4.45,7.13,0,0,0,0,6,6,5,3,"[55.70270425, 12.572263776860414]"
136,13-14,Mar 23 2014,23,,Brøndby Stadion,15182,Brøndby,OB,Lost,Won,0,3,1,2,0,1,16,12,0.04,0.06,7,12,0,0,1,1,11,8,"10,763,889",3.58,4.19,0,0,0,0,9,8,7,4,"[55.6480283, 12.4154952]"
137,13-14,Mar 24 2014,23,,Ceres Park,6455,AGF,Esbjerg,Lost,Won,0,3,0,3,0,2,8,5,"4,444,444",0.36,11,12,0,0,0,1,4,9,"17,777,778",3.53,2.08,0,0,0,0,5,5,3,0,"[56.1327356, 10.196762]"
138,13-14,Mar 28 2014,24,,EWII Park (Odense),6099,OB,Sønderjyske,Draw,Draw,1,1,2,2,0,1,13,7,0.31,"4,791,667",7,17,0,0,0,1,12,2,2,"17,222,222","18,541,667",0,0,0,0,7,4,6,3,"[55.397745, 10.35022492586062]"
139,13-14,Mar 29 2014,24,,Blue Water Arena,7325,Esbjerg,Vestsjælland,Draw,Draw,1,1,0,0,0,0,10,5,0.34,"4,583,333",5,11,0,0,1,1,2,3,"8,958,333","19,027,778",5.44,0,0,0,0,4,2,6,3,"[55.48194305, 8.438397123328269]"
140,13-14,Mar 30 2014,24,,BioNutria Park Randers,5247,Randers,Midtjylland,Lost,Won,0,3,0,3,0,1,11,9,0.44,0.56,21,9,0,0,1,1,4,3,3.37,3.43,2.26,0,0,0,0,2,4,9,5,"[56.46607165, 10.010154126188361]"
141,13-14,Mar 30 2014,24,,Energi Viborg Arena,7736,Viborg,Brøndby,Lost,Won,0,3,0,1,0,0,10,13,"4,305,556",0.38,10,7,0,0,2,0,3,9,"18,263,889",3.56,2.05,0,0,0,0,5,4,5,9,"[56.455903899999996, 9.402020349999999]"
142,13-14,Mar 30 2014,24,,Aalborg Portland Park,11491,AaB,København,Won,Lost,3,0,2,1,1,0,6,11,0.51,0.49,13,19,0,0,4,1,2,4,"14,375",3.48,2.54,0,0,0,0,0,4,6,7,"[57.05203525, 9.898599342025985]"
143,13-14,Mar 31 2014,24,,Right to Dream Park,5469,Nordsjælland,AGF,Won,Lost,3,0,1,0,0,0,12,8,0.42,0.58,5,11,0,0,0,1,6,4,"9,652,778","18,333,333","21,944,444",0,0,0,0,8,2,4,6,"[55.81619865, 12.353032590985052]"
144,13-14,Apr 04 2014,25,,Ceres Park,6828,AGF,Randers,Lost,Won,0,3,0,1,0,0,7,7,0.52,0.48,16,16,0,0,2,4,1,5,"12,569,444",3.38,"14,236,111",0,0,0,0,4,3,3,4,"[56.1327356, 10.196762]"
145,13-14,Apr 05 2014,25,,MCH Arena,11535,Midtjylland,AaB,Lost,Won,0,3,2,3,1,2,15,10,0.44,0.56,17,11,0,0,2,2,2,2,2.28,3.44,3.32,0,0,0,0,7,4,8,6,"[56.1169164, 8.951716477487706]"
146,13-14,Apr 06 2014,25,,Energi Viborg Arena,4079,Viborg,OB,Draw,Draw,1,1,2,2,1,2,8,10,0.58,0.42,15,6,1,0,3,3,9,4,"16,805,556",3.54,2.12,0,0,0,0,0,3,8,7,"[56.455903899999996, 9.402020349999999]"
147,13-14,Apr 06 2014,25,,Telia Parken,11023,København,Sønderjyske,Won,Lost,3,0,2,0,2,0,10,10,0.41,0.59,9,12,0,0,2,2,4,5,1.47,4.59,"34,097,222",0,0,0,0,4,5,6,5,"[55.70270425, 12.572263776860414]"
148,13-14,Apr 06 2014,25,,Brøndby Stadion,11651,Brøndby,Esbjerg,Won,Lost,3,0,1,0,1,0,7,14,"4,305,556",0.38,8,13,0,0,2,2,2,4,2.37,3.35,3.22,0,0,0,0,5,7,2,7,"[55.6480283, 12.4154952]"
149,13-14,Apr 07 2014,25,,Harboe Arena Slagelse,2197,Vestsjælland,Nordsjælland,Draw,Draw,1,1,0,0,0,0,10,6,"4,652,778",0.33,7,5,0,0,0,1,4,4,3.44,3.34,2.27,0,0,0,0,5,0,5,6,"[55.40040215, 11.364318154012732]"
150,13-14,Apr 11 2014,26,,Sydbank Park,3255,Sønderjyske,Vestsjælland,Draw,Draw,1,1,1,1,0,1,16,6,0.47,0.53,11,17,0,0,2,1,10,0,2.13,3.47,"17,152,778",0,0,0,0,7,3,9,3,"[55.2613291, 9.487707200000001]"
151,13-14,Apr 12 2014,26,,MCH Arena,7254,Midtjylland,OB,Lost,Won,0,3,0,2,0,1,12,3,0.46,0.54,8,17,0,0,1,2,8,1,1.09,"17,916,667",4.17,0,0,0,0,4,2,8,1,"[56.1169164, 8.951716477487706]"
152,13-14,Apr 13 2014,26,,BioNutria Park Randers,4593,Randers,Viborg,Won,Lost,3,0,3,1,2,0,12,8,0.54,0.46,15,13,0,0,0,3,4,7,"10,486,111",3.06,4.37,0,0,0,0,5,2,7,6,"[56.46607165, 10.010154126188361]"
153,13-14,Apr 13 2014,26,,Telia Parken,15427,København,AGF,Won,Lost,3,0,1,0,0,0,13,6,0.47,0.53,17,12,0,0,0,3,11,0,0,0,0,0,0,0,0,8,0,5,6,"[55.70270425, 12.572263776860414]"
154,13-14,Apr 13 2014,26,,Aalborg Portland Park,13139,AaB,Brøndby,Won,Lost,3,0,2,0,2,0,8,10,0.59,0.41,10,11,0,0,2,3,9,9,2.07,3.56,"17,708,333",0,0,0,0,4,7,4,3,"[57.05203525, 9.898599342025985]"
155,13-14,Apr 14 2014,26,,Right to Dream Park,4257,Nordsjælland,Esbjerg,Lost,Won,0,3,0,1,0,1,11,6,0.47,0.53,10,17,0,0,1,4,13,3,2.04,3.04,3.13,0,0,0,0,3,3,8,3,"[55.81619865, 12.353032590985052]"
156,13-14,Apr 16 2014,27,,Energi Viborg Arena,6803,Viborg,AaB,Lost,Won,0,3,0,2,0,0,4,11,"4,652,778",0.33,4,7,1,0,1,0,3,8,4.19,"17,569,444","10,486,111",0,0,0,0,0,5,4,6,"[56.455903899999996, 9.402020349999999]"
157,13-14,Apr 17 2014,27,,EWII Park (Odense),7475,OB,Nordsjælland,Lost,Won,0,3,0,1,0,1,8,11,0.49,0.51,10,13,1,0,3,3,5,7,2.27,3.55,3.24,0,0,0,0,2,4,6,7,"[55.397745, 10.35022492586062]"
158,13-14,Apr 17 2014,27,,Blue Water Arena,6334,Esbjerg,Randers,Draw,Draw,1,1,2,2,2,1,6,4,0.44,0.56,11,13,0,0,1,1,8,5,0,0,0,0,0,0,0,2,2,4,2,"[55.48194305, 8.438397123328269]"
159,13-14,Apr 17 2014,27,,Harboe Arena Slagelse,4456,Vestsjælland,København,Lost,Won,0,3,0,1,0,1,7,7,0.06,0.04,10,8,0,0,2,1,4,3,5.26,"18,333,333","9,166,667",0,0,0,0,2,2,5,5,"[55.40040215, 11.364318154012732]"
160,13-14,Apr 18 2014,27,,Brøndby Stadion,13072,Brøndby,Sønderjyske,Won,Lost,3,0,3,1,0,0,8,9,0.42,0.58,10,17,0,0,1,2,4,5,"9,861,111","17,916,667",4.06,0,0,0,0,3,3,5,6,"[55.6480283, 12.4154952]"
161,13-14,Apr 18 2014,27,,Ceres Park,5932,AGF,Midtjylland,Lost,Won,0,3,0,4,0,2,9,16,0.45,0.55,7,15,0,0,1,1,12,13,"17,152,778",3.57,2.09,0,0,0,0,8,7,1,9,"[56.1327356, 10.196762]"
163,13-14,Apr 20 2014,28,,Harboe Arena Slagelse,2794,Vestsjælland,OB,Won,Lost,3,0,1,0,0,0,7,9,0.55,0.45,14,6,0,0,1,2,3,6,3.14,3.38,2.04,0,0,0,0,3,6,4,3,"[55.40040215, 11.364318154012732]"
164,13-14,Apr 20 2014,28,,Aalborg Portland Park,10005,AaB,Randers,Lost,Won,0,3,1,2,1,2,13,9,0.04,0.06,8,19,0,0,1,3,6,3,"9,236,111","18,819,444",5.01,0,0,0,0,6,2,7,7,"[57.05203525, 9.898599342025985]"
165,13-14,Apr 21 2014,28,,Sydbank Park,2746,Sønderjyske,Nordsjælland,Won,Lost,3,0,3,1,1,0,11,8,"4,236,111",0.39,13,7,0,0,4,3,4,8,"14,166,667",3.04,2.06,0,0,0,0,4,5,7,3,"[55.2613291, 9.487707200000001]"
166,13-14,Apr 21 2014,28,,MCH Arena,8903,Midtjylland,Viborg,Won,Lost,3,0,5,2,1,1,6,3,0.42,0.58,8,14,0,0,2,5,5,4,1.06,4.02,6.04,0,0,0,0,3,2,3,1,"[56.1169164, 8.951716477487706]"
167,13-14,Apr 21 2014,28,,Ceres Park,9634,AGF,Brøndby,Lost,Won,0,3,1,2,1,1,10,11,0.56,0.44,15,14,0,0,2,1,5,6,"19,305,556",3.59,2,0,0,0,0,3,7,7,4,"[56.1327356, 10.196762]"
168,13-14,Apr 21 2014,28,,Telia Parken,11917,København,Esbjerg,Draw,Draw,1,1,2,2,2,1,11,6,0.05,0.05,12,12,0,0,1,1,6,5,"9,305,556","18,333,333",5.11,0,0,0,0,6,2,5,4,"[55.70270425, 12.572263776860414]"
169,13-14,Apr 25 2014,29,,BioNutria Park Randers,5567,Randers,Sønderjyske,Draw,Draw,1,1,1,1,1,1,7,4,0.37,"4,375",7,5,0,0,0,1,4,2,2,"16,736,111","19,027,778",0,0,0,0,0,0,7,4,"[56.46607165, 10.010154126188361]"
170,13-14,Apr 26 2014,29,,EWII Park (Odense),8495,OB,AaB,Lost,Won,0,3,2,3,0,1,9,10,0.54,0.46,9,4,0,0,3,2,8,6,3.41,"16,944,444",2.16,0,0,0,0,3,7,6,3,"[55.397745, 10.35022492586062]"
171,13-14,Apr 27 2014,29,,Energi Viborg Arena,6434,Viborg,AGF,Won,Lost,3,0,3,0,1,0,4,8,0.57,0.43,10,6,0,0,0,1,4,7,0,0,0,0,0,0,0,2,3,2,5,"[56.455903899999996, 9.402020349999999]"
172,13-14,Apr 27 2014,29,,Brøndby Stadion,16751,Brøndby,Vestsjælland,Draw,Draw,1,1,2,2,1,2,9,11,0.34,"4,583,333",13,14,0,0,1,2,6,3,1.58,4.01,6.05,0,0,0,0,7,4,2,7,"[55.6480283, 12.4154952]"
173,13-14,Apr 27 2014,29,,Right to Dream Park,5146,Nordsjælland,København,Won,Lost,3,0,1,0,0,0,12,13,0.54,0.46,7,7,0,0,1,1,7,4,3.46,3.45,2.21,0,0,0,0,8,8,4,5,"[55.81619865, 12.353032590985052]"
174,13-14,Apr 28 2014,29,,Blue Water Arena,10320,Esbjerg,Midtjylland,Draw,Draw,1,1,0,0,0,0,11,10,0.46,0.54,13,11,0,0,2,0,5,4,"12,708,333",3.41,2.08,0,0,0,0,5,6,6,4,"[55.48194305, 8.438397123328269]"
175,13-14,May 02 2014,30,,BioNutria Park Randers,5612,Randers,Nordsjælland,Lost,Won,0,3,0,1,0,0,18,7,0.43,0.57,10,6,0,0,1,1,8,2,2.53,3.41,"14,722,222",0,0,0,0,7,0,11,7,"[56.46607165, 10.010154126188361]"
176,13-14,May 03 2014,30,,Aalborg Portland Park,11802,AaB,Esbjerg,Lost,Won,0,3,0,2,0,0,7,12,0.51,0.49,10,12,0,0,2,1,1,10,"10,694,444",3.07,4.01,0,0,0,0,5,6,2,6,"[57.05203525, 9.898599342025985]"
177,13-14,May 04 2014,30,,Sydbank Park,8357,Sønderjyske,Viborg,Won,Lost,3,0,1,0,1,0,12,11,0.48,0.52,9,12,0,0,2,4,7,6,2.07,"16,944,444","17,083,333",0,0,0,0,7,4,5,7,"[55.2613291, 9.487707200000001]"
178,13-14,May 04 2014,30,,MCH Arena,8199,Midtjylland,Vestsjælland,Won,Lost,3,0,3,1,2,1,13,9,0.47,0.53,6,13,0,0,1,3,3,3,1.51,4.34,7.22,0,0,0,0,4,3,9,6,"[56.1169164, 8.951716477487706]"
179,13-14,May 04 2014,30,,Telia Parken,32846,København,Brøndby,Draw,Draw,1,1,1,1,0,0,10,6,0.45,0.55,17,9,0,0,1,2,4,2,2.04,3.55,"18,472,222",0,0,0,0,4,3,6,3,"[55.70270425, 12.572263776860414]"
180,13-14,May 05 2014,30,,Ceres Park,6607,AGF,OB,Lost,Won,0,3,0,1,0,0,9,7,0.44,0.56,12,10,0,0,0,2,6,5,0,0,0,0,0,0,0,4,3,5,4,"[56.1327356, 10.196762]"
181,13-14,May 07 2014,31,,Blue Water Arena,8379,Esbjerg,Sønderjyske,Won,Lost,3,0,2,1,1,1,8,2,0.37,"4,375",9,11,0,0,0,0,6,1,"8,680,556",4.18,5.43,0,0,0,0,4,0,4,2,"[55.48194305, 8.438397123328269]"
182,13-14,May 07 2014,31,,Right to Dream Park,6872,Nordsjælland,AaB,Lost,Won,0,3,2,4,2,3,13,7,0.48,0.52,11,6,0,0,2,0,4,8,3,3.46,2.45,0,0,0,0,6,3,7,4,"[55.81619865, 12.353032590985052]"
183,13-14,May 08 2014,31,,Energi Viborg Arena,4701,Viborg,København,Lost,Won,0,3,0,2,0,0,9,13,0.54,0.46,11,12,0,0,2,1,4,3,"25,833,333",4.13,"8,541,667",0,0,0,0,5,3,4,10,"[56.455903899999996, 9.402020349999999]"
184,13-14,May 08 2014,31,,EWII Park (Odense),6026,OB,Randers,Won,Lost,3,0,2,1,2,1,10,25.00.00,"4,236,111",0.39,14,7,0,0,4,1,3,14,2.28,3.59,3.19,0,0,0,0,6,11,4,14,"[55.397745, 10.35022492586062]"
185,13-14,May 08 2014,31,,Brøndby Stadion,12440,Brøndby,Midtjylland,Won,Lost,3,0,3,1,3,1,13,9,0.43,0.57,8,9,0,0,2,1,5,7,"13,333,333",3.56,"12,638,889",0,0,0,0,4,5,9,4,"[55.6480283, 12.4154952]"
186,13-14,May 08 2014,31,,Harboe Arena Slagelse,3959,Vestsjælland,AGF,Won,Lost,3,0,2,1,1,1,9,10,"4,236,111",0.39,9,9,0,0,2,2,8,8,2.03,3.52,3.21,0,0,0,0,6,3,3,7,"[55.40040215, 11.364318154012732]"
187,13-14,May 11 2014,32,,Energi Viborg Arena,4728,Viborg,Nordsjælland,Lost,Won,0,3,1,3,0,3,17,18,0.06,0.04,14,8,0,0,2,2,3,10,3.11,3.56,2.36,0,0,0,0,8,3,9,15,"[56.455903899999996, 9.402020349999999]"
188,13-14,May 11 2014,32,,Brøndby Stadion,16891,Brøndby,Randers,Draw,Draw,1,1,1,1,0,1,10,7,0.47,0.53,6,11,0,0,0,0,7,6,"9,444,444","19,027,778",4.09,0,0,0,0,7,6,3,1,"[55.6480283, 12.4154952]"
189,13-14,May 11 2014,32,,Harboe Arena Slagelse,4473,Vestsjælland,AaB,Draw,Draw,1,1,0,0,0,0,7,9,0.56,0.44,13,6,0,0,0,0,3,7,"25,833,333",4.01,"8,819,444",0,0,0,0,2,4,5,5,"[55.40040215, 11.364318154012732]"
190,13-14,May 11 2014,32,,Ceres Park,9382,AGF,Sønderjyske,Lost,Won,0,3,0,3,0,1,13,10,0.04,0.06,10,6,1,0,2,2,5,7,0,0,0,0,0,0,0,4,4,9,6,"[56.1327356, 10.196762]"
191,13-14,May 11 2014,32,,MCH Arena,11021,Midtjylland,København,Lost,Won,0,3,2,3,1,1,9,7,0.52,0.48,14,9,0,1,3,2,4,11,2.42,"16,736,111","15,138,889",0,0,0,0,5,4,4,3,"[56.1169164, 8.951716477487706]"
192,13-14,May 11 2014,32,,EWII Park (Odense),8552,OB,Esbjerg,Lost,Won,0,3,1,2,1,1,6,9,0.43,0.57,12,7,0,0,5,1,5,5,3,"16,944,444",2.04,0,0,0,0,4,2,2,7,"[55.397745, 10.35022492586062]"
193,13-14,May 18 2014,33,,Telia Parken,17251,København,OB,Won,Lost,3,0,3,2,1,1,13,10,0.46,0.54,6,12,0,0,0,2,10,9,1.42,5.27,7.03,0,0,0,0,8,6,5,4,"[55.70270425, 12.572263776860414]"
194,13-14,May 18 2014,33,,Sydbank Park,5678,Sønderjyske,Midtjylland,Won,Lost,3,0,3,1,0,1,5,18,"4,236,111",0.39,6,7,0,0,0,1,4,5,4.02,"19,375","10,069,444",0,0,0,0,0,10,5,8,"[55.2613291, 9.487707200000001]"
